Content,NB_Emotion_Predicted,SVM_Emotion_Predicted,KNN_Emotion_Predicted,Emotion_Actual
would appear good year for the blue,sadness,sadness,sadness,sadness
long day Thank goodness for Bake Off brighten weary Wednesday GBBO,joy,sadness,fear,sadness
night stomach hurt and today have horrible headache can never win,fear,fear,fear,fear
instinct only the reason human mind could kill animal never know despair,fear,fear,sadness,fear
rainy day cheerful sunshine Prussian want nothing but Prussian,joy,joy,joy,joy
funny that everyone come life they like how far cheerful and self confident could make 3abla kaml fg2a kda,joy,joy,joy,joy
shake though,fear,fear,fear,fear
Look those teef growl,joy,anger,anger,anger
have terrible but tonight will end better because get see Malik,fear,fear,fear,fear
daynutrition sliqnicq don listen White Trash talk about black insult Talk about your race live trailers,anger,anger,fear,anger
surround those Trump voters You right fuck terrify redstate despair,fear,fear,fear,sadness
Birthday LOST lose dharmainitiative 12years 22september2004 oceanic815,fear,sadness,sadness,sadness
free and open and breezy Enjoy Things win get any better get use,joy,joy,fear,joy
NandosSA just receive order from amp the chip under cook amp half raw Usually best part the meal notcool terrible,fear,fear,fear,fear
practically obsess with the very think their departure make feel both melancholic and grateful Safe journey,joy,joy,fear,sadness
Simon_Barrett will watch when open Mexico week Thank you for make and don discourage,sadness,sadness,sadness,sadness
fuck with madden way harder,anger,anger,anger,anger
have the worst road rage have ever see and she get mad when put hand her windows lol,anger,anger,anger,anger
well after heyday too afraid expect 1st baby reckon Now age gulp old,fear,fear,fear,joy
the challenge that you can feel the exhilaration victory George Patton quote motivation entrepreneur,joy,joy,joy,joy
aesthetically please look,joy,joy,fear,joy
carrick and Herrera prove their worth last night What more Rooney need get drop awful Rashford need start,fear,fear,fear,fear
all finish you will discover that never random thoughts CrossoverLife,joy,fear,sadness,fear
glizzy ride uðŸŽ,fear,fear,fear,fear
finish watch penny dreadful and from all the beautiful things saw one question remain the writers HIM fan,sadness,sadness,sadness,fear
hilarious,joy,joy,joy,joy
the doctor many level but least can sleep with smile just watch Dwight live nation,joy,joy,fear,joy
they will come and you will rejoice their arrival,joy,joy,joy,joy
great time Skywalkers open gym tonight Come our every Wednesday from Hillsboro and train with opengym cheer tumble,joy,joy,fear,joy
you change the dark image both look different but both look like they forest,sadness,sadness,fear,sadness
hate when gloomy outside because always get depress mood,sadness,sadness,sadness,sadness
have have dreadful first half not mention rashford would get the end couple those through ball pace,sadness,fear,sadness,fear
Happy birthday Hope you have wonderful day fill with lot joy and laughter despite tumblr jerk once again,joy,joy,joy,joy
just preordered The Pale Would have pay for the phone call But would have freak out and not say anything,fear,fear,fear,fear
know last tweet,fear,fear,fear,fear
delhi_lawyer BhagwanUvach sad This not film story Who know could ploy escalate tension Unverified report hype,sadness,sadness,sadness,sadness
time people push Prescription Pot prohibitionists rub their hand with glee because hand them Cannabis amp yourself into slavery,joy,joy,joy,joy
ashish_geol getPakistanTV Have you give think Khalistaan nNo concern you Baluchistan Kashmir Issue,fear,fear,anger,fear
watch the cobblers load this season how gorre pro footballer terrible,fear,fear,fear,fear
jeezus God dark,sadness,sadness,fear,sadness
day tomorrow for pizza express,fear,fear,fear,fear
hard for most folks realize how deep the hatred until you dive into the murky end the pool This guy nut,sadness,sadness,fear,sadness
All want successful cheerful and happy with,joy,joy,joy,joy
pretty sure cause ever since saturday ive just super sad lol,sadness,sadness,fear,sadness
you ever stop afraid someone that you live with,fear,fear,fear,fear
Stanley Who they Exactly Things look dire for West Ham despite the win What change since March bbcfootball,sadness,fear,fear,fear
that doesn out Dem panic mode then don know what will,fear,fear,fear,fear
nOh sorry about not sad yourself there nothing important the world grieve about,sadness,sadness,sadness,sadness
wait you mean wasn arm with book shock,fear,fear,fear,fear
the best thing see age funny miss Bridget love hilarious TeamMark,joy,joy,joy,joy
Turning then the older woman look Sybil with most somber expression œShe run away from But can not blame her,sadness,sadness,sadness,sadness
horror H3LL SURE DID LOL nHappy about this decision,fear,fear,fear,fear
hour play and ASFCofficial have concede less West ham than have northampton Let that sink,sadness,sadness,sadness,sadness
spend over fuck hours and still can get that dam SIVA fragment Fellwinters peak mountain,anger,anger,anger,anger
ptp start yeah,fear,fear,fear,fear
fear that United bottle this heart would actually collapse from laughter,fear,fear,fear,joy
name change Uncle Remus Lewis foh theydontlikeyoueither unwoke,sadness,sadness,sadness,sadness
start this week strong and still strong optimism,joy,joy,anger,joy
can wait hear what have say about the brilliant Hawking should rich the poorest taste bully,fear,fear,fear,fear
hasn sink that meet the twin,joy,sadness,sadness,sadness
world tank creats rubberbath sting weeks,fear,anger,anger,anger
chuckle Any idea girl The dragoness let out frustrate growl blow smoke out her nostrils The old man nod,sadness,anger,anger,anger
more step long work visa process over Relief Onto next step expat restless,fear,fear,fear,fear
pessimist see the difficulty every opportunity optimist see the opportunity every difficulty Sir Winston Churchill,sadness,sadness,fear,sadness
seem alternate between sleep full and sleepless nights Tonight sleepless one insomnia notfair,fear,fear,fear,fear
probably the person most likely completely understand how gobsmacked you learn how true that sadly,sadness,sadness,fear,sadness
Yes indeed know mass students would excite see you need get this sort haunt,fear,fear,fear,fear
move this weekend amp sugar daddy will replace what Niggas still happy,joy,joy,fear,joy
thetwattickla lol sparkle wine,joy,joy,joy,joy
want highlight bright that ever get lose and someone look for the dark they find,sadness,sadness,sadness,joy
only have wave fiery cross and will kin this,fear,anger,fear,anger
youâ ever want the other side fear George Addair ThursdayThoughts yourpushfactor fear life quote,fear,fear,fear,fear
Freshers2016 for day nail sunbeds and gym œðŸ priorities student studentnurse pamper,joy,joy,sadness,joy
Has anyone notice that stories recent days all paint positive accomplishments for Trump and challenge for Hillary surprise,joy,joy,sadness,sadness
there some awful people the internet smh,fear,fear,fear,fear
cheery ghost,joy,joy,joy,joy
the time think can never sober But still His grace beyond limit,sadness,sadness,fear,sadness
restless,fear,fear,fear,fear
snow pig that hilarious Lmaoo,joy,joy,anger,joy
over fear and rely faith,fear,fear,fear,fear
DeltaAssist Tried get earlier flt 2day Turnd away bcuz late Then agent let other pas silvereliteleftbehind unhappy,sadness,sadness,sadness,sadness
try too hard hate Cam Newton without understand his position,sadness,anger,fear,sadness
world great the live support actually helpful,joy,fear,sadness,fear
regret the inconvenience cause have note your concern will get touch with you soon discuss Rgds Abhijit,fear,fear,fear,fear
turn that shit off Home Button under Accessibility nWhen innovation become mind fuckery rage iphonePhoneHome,fear,anger,anger,anger
and give hear Please can tell you anything you want listen maybe you dont afraid anymore,fear,joy,fear,fear
FFBren include for maximum sadness,sadness,sadness,fear,sadness
why have wait hours call YOU back cancel order JUST place after already spend hours the phone sad,fear,fear,fear,sadness
holy shit what the hell happen your lips Fix that shit mtv teenmom horrible,fear,fear,anger,fear
PeanutRD MelissaJoyRD SarahKoszykRD eat4performance rustnutrition hey sparkle the word just pick biz card,joy,joy,sadness,joy
isn that the reason horror popular the exhilaration that come from discomfort enjoyable watch The Green Room,fear,fear,fear,joy
not mad but tilt slightly irate that cool,anger,anger,fear,anger
start sing all star and then Joe get angry and all sing right and start angrily sing back her,anger,anger,joy,anger
stumble block the pessimist step stone the optimist,sadness,sadness,sadness,sadness
nSure his mind cloud but,joy,joy,joy,sadness
sit here wrap fluffy blanket with incense burn listen Bon Iver and drink mull wine there,anger,anger,anger,anger
interview well today can wait find out what happen excite interview jobinterview,fear,fear,fear,fear
dont have sit here and take this from spry young children,joy,joy,joy,joy
just too damn earnest for early morning listen sting,anger,anger,anger,anger
like talk about sadness Other time just want distract friends laughter shop eat MHChat,sadness,sadness,sadness,joy
good head and good heart always formidable combination Nelson Mandela,joy,fear,joy,fear
They want police state they fearful imbeciles interpretingall mikefar1974 MetalMilitia74,fear,fear,fear,fear
ibishotelsuk ibisHotels_FR ibishotelbr ibishotel ibishotelBDG give key back They aren for house,fear,fear,fear,fear
pretty clear can stand tolerance for habitual liars Not Trump fan either what citizen despair,sadness,sadness,fear,fear
sulk bed until Friday,sadness,sadness,sadness,sadness
NHLstoreNYC cheer for TeamNA_WCH and,joy,joy,joy,joy
start kill random white people about their normal days Don worry though white they will safely apprehend,fear,fear,fear,fear
douglas_nat need today know how many fuckin French plait have this morn with stroppy old,anger,anger,fear,anger
Thursday which mean Grey day TGIT rejoice,joy,joy,joy,joy
TChudhry fasiranjha lol caste even the whole village die massali like you cant chaudhry cheer massali,joy,joy,sadness,joy
LORD your God your midstâ warrior bring victory will create calm with his love will rejoice over you with sing,joy,joy,joy,joy
SalmonDelicious lose Like really not big deal Don worry about trivial shit like that,fear,fear,fear,fear
bitch angry and bitter that must truly suck lol,anger,anger,sadness,anger
Ugh want punch wall every time have use Literally the worst product ever make windows10 awful killme,fear,fear,fear,fear
happy not because everything good but because you can see the good side everything,joy,joy,joy,joy
you really care like you state flyfrontier then would seriously address sensitivity train your employees awful,fear,fear,fear,fear
the point today where someone say something remotely kind waterfall will burst out eye,anger,anger,fear,anger
Thank you for the balloon today goodday,joy,fear,fear,joy
you arrive the office the day before your first ever festival and the Internet down panic,fear,fear,fear,fear
know you love when all you can smile whenever you talk about how someone,joy,joy,fear,joy
don think can work tomorrow since val have leave GBBO need day mourn,sadness,sadness,sadness,sadness
mind always seem work its best night,joy,joy,fear,fear
Simon_Barrett will watch when open Mexico week Thank you for make and don discourage,sadness,sadness,sadness,fear
would just get some decent referee,fear,fear,anger,fear
srsly somebody help deal with this social anxiety,fear,fear,fear,fear
gon end seriously poorly some point soon tire and from freeze boil the space second,sadness,anger,anger,anger
night have dream that today Christmas wake scream because wasn ready nightmare,fear,fear,fear,fear
MAKE INSTRUMENT YOUR PEACE Where there hate let sow love Where there injury pardon Where there despair hope,fear,fear,anger,sadness
just find out Candice and not Candace She can pout all she like for,sadness,sadness,sadness,anger
sleepy but the mind active sad Have get ready for work minutes Damn restless,fear,fear,fear,fear
Sweet,joy,fear,fear,joy
the jest Kara didn chuckle instead her baby blue narrow Adam like warn his brain wasn,sadness,sadness,fear,sadness
that cheery fuck note good night shit head,joy,joy,fear,joy
bubble imply will burst,joy,anger,anger,anger
aww thank you definitely feel much better today and your message cheer too,joy,joy,joy,joy
beautiful day that the Lord have make will rejoice and glad,joy,joy,joy,joy
this sight sound amp smell behold person still give the creep think about,fear,fear,fear,fear
speak cobblers saw Ricky Holmes Charlton last week track back amp defend dread see Gorre ball,fear,fear,fear,fear
Mary Berry Mel and Sue have with their principles and have with the fame and fortune GBBO depress,anger,sadness,fear,sadness
meet with employment specialist this morning amp she basically tell its unlikely get job because clearly have too much anxiety,fear,fear,sadness,fear
samsteinhp stop the press say propose something racist,fear,fear,anger,fear
grim ugly atm,sadness,sadness,sadness,sadness
RevTrevK Wolfman93011 Daraidernation Take out the number madden low and have drop and people unhappy,sadness,anger,sadness,anger
ITdominiccoyle IrishTimesBiz Between Barroso Goldman and this the get very serious self inflict problem,sadness,sadness,sadness,sadness
sleepy but the mind active sad Have get ready for work minutes Damn,fear,fear,fear,fear
non permissive environment also call battleground MilSpeak,joy,joy,fear,joy
you love sing but don have time for weekly choir come down KWOIR tomorrow Choir musiclondon,joy,joy,joy,joy
and join with cakeclubhour tomorrow afternoon from 3pm bizhour chirp,joy,joy,joy,joy
alone better than lonely Know what worse than lonely Being empty that right Loneliness aloneinthecity,fear,fear,sadness,fear
Brace yourself will attempt first loaf bread the morning will use dutch oven will make the dough now,fear,fear,fear,fear
ill there with VIP TICKETS Can wait meet you Never meet famous person admire before nervous,fear,fear,fear,fear
wtf tenacious and jubilant,joy,joy,fear,joy
can easily forgive child who afraid the dark the real tragedy life when men afraid the light Plato,sadness,sadness,fear,fear
typical shake 100g banana almond milk 1tbsp chia and protein Sometimes add PB2 ice other fruit,fear,fear,fear,fear
want GREEN POTATOES bottle with the tag still plus soak wet items deliver win today sadly didn,fear,sadness,fear,fear
the way Laser Vista lens implantation LaserVista nervous happy,fear,joy,fear,fear
shd embrrssd jack meds twice and will still take days Not express all expresscripts,fear,fear,fear,fear
XboxMAD Ballmer will furious Another delivery lose,sadness,sadness,sadness,anger
TedLeitner You two TEN TIMES more interest than those particular afternoon goofballs could say worse umbrage,anger,anger,joy,anger
feel take someone life either scar exhilarate but for people need realize that die some,joy,joy,fear,joy
you remember when Narley die You cry like baby,fear,fear,anger,fear
Madame Secretary isn true that Russia behind all terrorism,fear,fear,fear,fear
show how cisco 642 188 pdf melancholy aHid,sadness,sadness,sadness,sadness
vas the amaity affliction,sadness,sadness,sadness,sadness
Atlanta this Rockies and DBacks this That combine atrocious team awful,fear,fear,fear,fear
Tolumanda love true teach fear can illusion coach fear courage,fear,fear,fear,fear
roommate okay that can spell because have autocorrect terrible firstworldprobs,fear,fear,fear,fear
play Big River outside The Bridges SR1,anger,anger,sadness,anger
Watch this amaze live broadcast lively musically,joy,joy,joy,joy
haven talk Jeff but the news sad and shock Jeffrey,fear,sadness,fear,fear
Watch this amaze live broadcast lively musically Come WATCH,joy,joy,joy,joy
boys rejoice badger corner have reclaim for our first social the year cluboftheyear,joy,joy,fear,joy
Glad see that you have fun the sun Water sport always fun challenge and exhilarate happiness beauty,joy,joy,joy,joy
true also that doesn escape until almost all the car sink,sadness,sadness,fear,sadness
highly suggest you look online for company help you send you package overseas NOT EVER EVER USE horrid,fear,fear,fear,fear
xiankiefer Book sprightly amp fun cuz reinvigorate the Harry Potter series not kid,joy,fear,fear,joy
despair this madness beyond shock cold blood murder How long will SouthAfrica stand amp watch WorldRhinoDay,sadness,fear,fear,fear
Seriously Digging those eyebrows animate,joy,joy,joy,joy
VaunWilmott PrisonBreak linc the sink,sadness,sadness,sadness,sadness
become verb gon VillaseÃ all those old contact don need anymore sadness waitingforexplanation,sadness,sadness,sadness,sadness
Bushes good with the force resentment when make them money and give them power Now that doesn they change tune,anger,anger,anger,anger
with fake pocket horrible,fear,fear,fear,fear
somebody need tell staff Reading cappuccino suppose have thick layer foam and coffee should hot awful again,fear,fear,fear,fear
Nawaz Sharif speech terrorism Kejriwal expect talk Governance,fear,fear,fear,fear
This lovely frighten not sure which But wow,fear,fear,fear,fear
another bee sting you the tongue,fear,anger,anger,anger
you get thisï staystrong smile yourebeautiful,joy,joy,joy,joy
for what pro and academic writers have say about write anxiety and writersblock,fear,fear,fear,fear
Sylvia elate receive kiss from the little prince her bright smile clear she glance Garrett and Elyse,joy,joy,fear,joy
roommate talk and laugh her sleep never fail scare the shit out ½ðŸ,fear,fear,fear,fear
use chirp for drink hoe,joy,joy,joy,joy
gloomy day Tony,sadness,sadness,sadness,sadness
Ordered before 10pm last night pay for next day Didn bother fufill order Now work days for refund shock,fear,fear,fear,fear
sta date again bore redheadteen boldandbeautiful lose 500aday single men date Schkeuditz,sadness,sadness,fear,sadness
please put leave turn signal Williams and Ivan Allen Blvd This absolutely ridiculous ATLtraffic,fear,fear,fear,fear
murk each other murky water try swim,joy,joy,joy,sadness
KClarkSC2 with their faggy color nice too Even tho some might take offense because WORDS LOL,sadness,anger,sadness,anger
Southampton will wipe the floor with west ham Sunday dishearten,sadness,sadness,sadness,sadness
How dull,sadness,sadness,sadness,sadness
view the human dynamic expression the Cosmos exist within humanism,fear,fear,fear,fear
greatest fear dog know the fear that you will not come back when you out the door without them Stanley Coren,fear,fear,fear,fear
want dad can play kick the baby with little one southpark mellogang ghastly edm plur dad djlife producer,fear,fear,fear,fear
old next Friday super oldðŸ dread birthdays,fear,fear,fear,fear
start good day without cup tea tea day goodday,joy,fear,joy,fear
lowkey want just chirp Anna LOL but say Atkins for One favourite coach smart and care,fear,joy,joy,joy
rejoice follow your statutes one rejoice great riches Psalm 119 TheBible,joy,joy,joy,joy
the bright side music theory teacher just pocket dab and say know what hip And walk away,sadness,joy,fear,joy
the single most effective tool learn years therapist Curtis Steele psychiatrist stress,fear,fear,fear,fear
all these people leave Blizzard give frighten,fear,fear,fear,fear
grumble sit atop the sushi bar stool cross his arm defiantly playful gesture though give anyone who,joy,joy,fear,joy
follow beautiful Snowgang Amynicolehill12 Princess fitness bodyposi haircut Whitegirlwednesday,fear,fear,fear,joy
and his evil white companion rejoice,joy,joy,joy,joy
tchop__StL get sick stomach everytime see this video amp for the helicopter crew make such comment revolt,joy,fear,fear,fear
magazines over against put with versus thy joviality conjunction shower quotient sufficiently BQAvtja,joy,joy,fear,joy
bitter hahaha just kid its crazy tho,anger,anger,fear,anger
police arrest people for suspect link terrorism include three foreigners Malaysia,fear,fear,fear,fear
terrorism from anti racism POV futile instead promote prejudice towards racism That way all the battlefield,fear,fear,fear,fear
day college feel nervous,fear,fear,fear,fear
rpt tht Pakis afraid TSD amp ask shut Congis oblige amp expose hound them time revive BadlaofUri,fear,fear,fear,fear
book that can start improve your relationship tonight Taking you journey fun laughter romance and metaphysics httâ,joy,joy,fear,joy
true amp well say seem old fashion look back like Robbie Not love all these movies aghast,fear,fear,fear,fear
don want perfect too bore and dull,sadness,sadness,sadness,sadness
understandable Hard when have zero offense behind him and only few win since the All Star Break,sadness,anger,sadness,anger
fun fact afraid,fear,fear,fear,fear
proud understand this show love think and compassion and not cloud way,joy,joy,fear,sadness
seriously miss ahsaftershow with trixiemattel and need talk about the mamasitas and the hunks horror,fear,fear,fear,fear
Thank you for that the notification come the nick time cheer have tweet,joy,joy,joy,joy
that what lisa ask before she start rag can call you heh,anger,anger,anger,anger
remember and reflect Reginald Denny night much like this like Charlotte think myself the gun lobby must rejoice,joy,joy,joy,joy
Well win unbox the iPhone plus channel until November sadly Thank you TMobile Staten Island smh,sadness,sadness,fear,sadness
gon give this KKk police bitch the minimum sentence just wattch,fear,fear,sadness,anger
nice the Texans could hold onto the ball give fuller and Hopkins chance TNF,fear,fear,fear,fear
cheerfulness good temper the more spend the more remain Ralph Waldo Emerson,joy,joy,joy,joy
old lady cray cray scar BellaIsSoCute awe Empire,fear,fear,fear,fear
don get how people can leave their phone don disturb all day your mom not threaten you when you don respond within second,fear,fear,sadness,fear
drunkafzayn yes shock how islamophobic Indias consider how many Muslims live there,fear,fear,fear,fear
GriffinLaneP The Left have protect long they lose their reason power,fear,sadness,sadness,sadness
produce gratitude gratitude instill joy amp the harvest joy contentment PaulTripp awe,fear,fear,fear,fear
would intimidate but would like think would have man and help,fear,fear,fear,fear
btw after month depression free time get relapse now superb depression,sadness,sadness,sadness,sadness
nHearing the noise Akame open her eye and sit face Juvia She didn expect all see someone around and staid,joy,sadness,sadness,sadness
watch hungergamesmockingjay2 this morning sadly feel little disappoint toomuchhype,sadness,sadness,sadness,sadness
passenger car next cheerfully ask for cigarette and then directions,fear,joy,fear,joy
Today alarm show how unprepared professors and students when come emergency protocols don know where,fear,fear,fear,fear
clan seriously never dishearten,sadness,sadness,sadness,sadness
embarrass when she saw like knvfkkjg she think stalkers then she start wave all cheerfully invite,joy,joy,joy,joy
Grateful for novel award promo Blessings DeWayne Hyatt Hippie who love grind the blue Florida,sadness,sadness,joy,sadness
Black read book kid from school prayer that long fulfil joyous peaceful GOD please life,joy,joy,fear,joy
their whole team limit when they the field,fear,fear,anger,fear
RVAGameBreak GAHSBasketball nGo Jags think have good shoot beat Deep Run tomorrow,anger,anger,sadness,anger
cant live anymore roblox get termianted killme lol robloxgamer,fear,fear,fear,sadness
lool soon man start loose weight Its panic,fear,fear,sadness,fear
mhchat Childhood experience inform adult relationships have associative memories Not question ability process sadness,sadness,sadness,sadness,sadness
have better second half team this season there that,sadness,sadness,fear,joy
get her little pout,sadness,sadness,fear,sadness
ScottCarmichae1 Murican_Stuff don fret this guy mad because when elect might have get real job,anger,sadness,fear,sadness
thank you shall mourn her,sadness,sadness,sadness,sadness
bad time management finally start come back haunt,fear,fear,fear,fear
unfortunately the diet still they will have wait till Friday afraid,fear,fear,fear,fear
the last two out bidded get kinda discourage now take our sweet time The market stupid tho,sadness,sadness,fear,sadness
sad then remember Margaret Thatcher dead and then rejoice,joy,joy,sadness,joy
the nights draw what great time look put some new light dark showroom news wirral,sadness,sadness,sadness,sadness
can already tell this programme infuriate ExtremeWorld,sadness,sadness,sadness,anger
flippant dismissal any worry around Carrick lack pace dismal Against nimble midfielders Carrick will expose,fear,fear,fear,sadness
why why cant Visa electron accept line NOT shock,fear,fear,fear,fear
KeithScott wasn the man they there hand arrest warrant That what know That enough cause outrage,fear,anger,fear,anger
ever relentless ever inevitable that win,fear,anger,anger,anger
have determine laughter actually,joy,joy,fear,fear
nice the Texans could hold onto the ball give fuller and Hopkins chance awful TNF,fear,fear,fear,fear
dc_mma think shes afraid fight Holly One can only imagine what through her head when she think Cyborg,fear,fear,fear,fear
get some new pen break Name animate series and draw you that style,joy,joy,anger,joy
55am hungry but there food panic,fear,fear,fear,fear
JessicaZ00 ditto Such amaze atmosphere PhilippPlein cheerleaders stunt LondonEvents cheer,joy,joy,fear,joy
Carr make want cry and cry shiver,fear,fear,fear,fear
switch stay down this the same person since day one,sadness,sadness,fear,sadness
isthataspider will fight this guy Don insult the lions like that But seriously they kinda Wasted some the best players,anger,anger,anger,anger
customers get angry aint get marlboro light the gas hut call them hours ago fuck you,fear,anger,fear,anger
out this film Robocoq 301 animate shortfilms,joy,joy,joy,joy
morning lovely people Not gon lie wake feel pretty glum,fear,fear,sadness,sadness
Courteoussoul 349 and just decode more blue and not one over 340 where you get your blue,sadness,sadness,sadness,sadness
you worry worry n1Peter nThrow all your worry him because care for you faith leadership worry mindfulness success,fear,fear,fear,fear
entrenepuers start SME out there look for proactive accountancy tax and business advice can help Get touch,fear,fear,fear,fear
vote for killary like stick knife toaster shock MakeAmericaGreatAgain,fear,fear,fear,fear
fell and hear snap hffhj,sadness,anger,sadness,anger
see incense burner this for drug,joy,anger,anger,anger
MisterSalesman smile doesnt necessary mean your happy sometimes just mean you strong,joy,joy,joy,joy
BenjySarlin MargieOmero not worry flip Wisconsin,fear,fear,fear,fear
exhaust stress but still bless,fear,fear,fear,joy
Connie come back Hey you seem bite more lively,joy,joy,joy,joy
have problem Yes Can you something about Than why,fear,fear,sadness,fear
depress freak close,sadness,sadness,sadness,sadness
King his action really sadden today the word may not have the same power all once still cringe when hear,sadness,sadness,sadness,sadness
out your comfort zone nGo for risk nFace things you fear nThis when life start happen cpd,fear,fear,sadness,fear
the last episode MakingAMurderer poor Brendan glad they appeal crime documentary reallife,fear,fear,fear,fear
that smoke cigarettes irritate soul,anger,anger,anger,anger
can WAIT work tomorrow with high fuck fever sarcasm nHopefully feel better tomorrow nBut doubt pessimism,sadness,fear,fear,sadness
tip from drink Uber passenger Today get park ticket blame karma but dumb ass forget pay the meter,sadness,fear,fear,anger
Leopard never change its spot lose,fear,sadness,sadness,sadness
that dont mind too much smoother thicker texture make more hearty also glad ice coffee thing the now,joy,joy,fear,joy
mean operate with God spirit amp God isn unforgiving amp doesn hold grudge who Exactly,anger,anger,fear,anger
way too hard not get discourage,sadness,sadness,sadness,sadness
But think need experience bite madness amp despair too This the stuff that make human,sadness,sadness,sadness,fear
majority clients have family partner day job life AND write their beautiful book gratitude HARDwork,fear,fear,fear,fear
hangover all day Stood dish and now exhaust again GAD depression amp chronic pain anxiety depression pain,fear,sadness,fear,sadness
Mac update have some kind apprehensive,fear,fear,fear,fear
tell her wasn fight her not trashy and she keep tryna threaten lmfao,fear,fear,fear,fear
least ppl have leave store huff the past year but ive never have anyone call guest service yet,sadness,sadness,joy,anger
can even celebrate win mourn cause first test week that busy,sadness,sadness,sadness,sadness
hearty welcome those who follow,joy,joy,sadness,joy
wan fright fest with Friday night,fear,fear,fear,fear
when guy cant control their anger ƒðŸ,fear,anger,fear,anger
thank for distract from paper watch this hilarious video,joy,joy,fear,joy
look out for them Cars come from the Wesszz,fear,fear,fear,joy
turn two weeks happy darkest year yet elate that survive,joy,joy,sadness,joy
meden frown you with her non existent face,sadness,sadness,anger,sadness
your gunna make cry need glee day,joy,joy,fear,joy
but still your favorite person besides grim,sadness,sadness,sadness,sadness
nickb88 pine rider,sadness,sadness,sadness,sadness
Great hear there one thing that make you feel more like yourself some hearty chicken noodle soup right,joy,joy,sadness,joy
decent sleep make Kurt happy soldier Spit amp polish the converse men chests out and baseball cap jaunty angle,joy,joy,fear,joy
BurmanAJ rather see KYLE from bbcan play again and THAT say something awful,fear,fear,fear,fear
Bangladesh war almost bomb have Russia not there What strategy for China Pakistan Time ripe crush terror camp,fear,fear,fear,fear
show that when time hard leave miss AFLCatsSwans seenitbefore lions blue,sadness,sadness,sadness,sadness
result sadness,sadness,sadness,sadness,sadness
Quote_Soup happy not because everything good but because you can see the good side everything,joy,joy,joy,joy
remember Joey slag England player off bring out book after crap tournaments same same crap player,fear,fear,fear,fear
miss dread head,fear,fear,fear,fear
bug awful,fear,fear,fear,fear
the fossil type way,fear,fear,anger,fear
but aesthetically please omg,joy,joy,fear,joy
cheer punkin,joy,joy,joy,joy
don really understand the burst and semi auto version the damage doesn change those essentially useless,sadness,anger,fear,anger
shy freshman year this guy introduce himself ask speak any English,fear,fear,fear,fear
dreadful day work now gon late for class cover paint now have work night shift too,fear,fear,fear,sadness
not grow weary good CGI2016,sadness,sadness,sadness,sadness
use Dey Know alarm clock song throughout college RIPShawtyLo,fear,fear,fear,fear
over tonight and make your car shake,fear,fear,fear,fear
sad people that sick and bore,sadness,sadness,joy,sadness
people piss off bust ass and coworker take off with all the tip thnx for nothing thatsmyluck,anger,anger,anger,anger
otherwise trick palm oil delegation jaunty resident TZxCHLdAQ,joy,joy,fear,joy
assure there plenty salt keep that fire burn brightly Stay happy life keep plenty saltyâ,joy,joy,joy,anger
The depth that you sink You readership deserve more,fear,sadness,joy,sadness
Ms_Asia_Pacific jgsuing PilosopoTanya HuffingtonPost fellow grad shiver the shallowness his arguments,fear,fear,fear,fear
abra abra what you ears soul GoodMusic melancholy,sadness,sadness,sadness,sadness
pat just before,joy,joy,fear,joy
not brilliant lol Hoping see horse tomorrow will cheer equestrianhour,joy,joy,joy,joy
dead hate your new slushie machine irate livid,anger,anger,anger,anger
sydneyswans cheer cheer the red and white now off grand final win the fight Thanks,joy,joy,joy,joy
animate ncaa pittsburgh mississippi sprightly shiny bbva level peg varsity football telly scra,joy,joy,fear,joy
RobRiggle joelmchale still can get jimmy garoppolo out head and almost weeks Thanks lot,joy,joy,fear,joy
wish there unlimited glee episodes could watch them forever gleegoodbye,joy,joy,fear,joy
furious,fear,anger,anger,anger
could convince the rest children their fuck preschool and elementary school with fear gun violence,fear,fear,fear,fear
like really pretty and melancholic about life and this why hate myself,sadness,fear,sadness,sadness
sorry hear about the issue and how this make you feel don like hear our customers unhappy,sadness,sadness,fear,sadness
uncle buck tho UncleBuck hilarious,joy,joy,joy,joy
the bantz absolutely top notch inconsolable when realise,sadness,sadness,fear,sadness
weather put the best mood,joy,fear,sadness,sadness
she first She get her book sign amp can barely take their picture cuz shake,fear,fear,fear,fear
Happy birthday keep smile always Wishing you wonderful year ahead mam,joy,joy,joy,joy
hurt and angry and hard know what with that anger Remember the end the day all humans bekind,anger,anger,fear,anger
otherwise you commit crime against your soul only sober ppl know what good bad for themselves,sadness,sadness,sadness,sadness
give you all pain mess and stress Take heavy load amen stress mess pain depression sadness,sadness,sadness,fear,sadness
you want others happy practice compassion you want happy practice compassion Dalai Lama,joy,joy,fear,joy
cum and despair,sadness,sadness,sadness,fear
Charlie attempt suffocate with cushion for cheer much the great news,joy,joy,joy,joy
jovial Trump his ass Don King just publicly tell crowd that need him because you will always nigger FuckTrump,joy,joy,fear,joy
warrensarahh awe miss all too,fear,fear,fear,fear
always insensitive whenever grieve idgi,sadness,sadness,fear,sadness
who contact about shock experience with Clear Sky Holidays book through you guy customerservicefail dreadful,fear,fear,fear,sadness
when they hmu snap and like which one you,fear,anger,fear,anger
whats with the 50p minute charge 150 insult injury,fear,anger,fear,anger
gift that why call the present happiness optimism entrepreneur personaldevelopment,joy,joy,joy,joy
nephew see that have frown face and tell you beautiful žðŸ,sadness,sadness,sadness,anger
