Content,Emotion_predicted,Emotion_actual
the most magical time of the year Xmas party announce and the outrage commence Got ta love Silicon Valley millennials,anger,anger
just hear the most incredibly transcendent song ever amp now I feel high amp fuck up yet joyful amp I will never be the same,sadness,joy
CNNnewsroom What can t you grasp Besides yr cognitive dissonance rag away Each Incident Re LEO shoot SEPARATE,anger,anger
play Big River outside The Bridges in SR1 outrage,anger,anger
you don t respond to an email within 7 fays you wifl be kill by an animate gif of the girl from The Ring,fear,joy
flippant dismissal of any worry around Carrick s lack of pace be dismal Against nimble midfielders Carrick will be expose,fear,sadness
Oii oii nTHANK YOU for always make me smile MY BIRTHDAY be in 16 days ðŸŽ Mind follow me as a gift ðŸŽ X225 884,joy,joy
who be affect by an insult be infect by it,anger,anger
be about to find the sadness in graham s lyric,sadness,sadness
dreadful Mutch be he even on the pitch Fryers out of his depth unfortunately CPFC,sadness,fear
why Do you have depression,sadness,sadness
eye have be dilate I hate the world right now with the rage of a thousand fiery dragons I need a drink,anger,anger
Lopez be definitely me ðŸ,fear,joy
pass away early this morning in a fast and furious style car crash as he be leave an ATL strip club That s rough stuff,anger,anger
have a panic attack the other night because i think my mum be out but she be actually downstairs and she start bash around hrjdjd,fear,fear
U get to b kid me Anu from your firm respond when I send the contact detail customerexperience,fear,fear
Spent months arrange swap new job etc now I ve find out she s be lead me on a merry dance fume with her,anger,anger
can tell the camp isn t happy purely through Bojan and Muni n nBoth normally fab guy yet completely deject Something isn t right,joy,sadness
wish I could live in y all reality where i can grieve over people i never meet To bad i get BROTHERS die leave and right,sadness,sadness
regardless let say he have a permit The permit doesn t excuse or allow him to threaten an officer express or imply w it,fear,fear
âœ you make me happy EthanDolan,joy,joy
drunkafzayn yes it s shock how islamophobic Indias be consider how many Muslims live there,fear,fear
lol DK have actually drop from top of the table surprisingly Arms Warrior be top of the DPS at the moment shock,fear,fear
Texans be scar of this bunch intimidate,fear,fear
for contrast behaviour may be a camouflage garment a shell a bully may be a baby inside Prof Caroline Taylor,fear,fear
awe thank girl ðŸ ŠðŸ Š,fear,fear
That happen to a friend of mine once but with gun instead of baby workplace,fear,joy
well do broðŸ blue stategames captain shootthegerman,sadness,sadness
ha freshers blue would love to re do all again ha nice tshirt vote for Pedro,sadness,sadness
more like quickie divorce,fear,fear
Simmons be the bright spot of the premiere so far AgentsofSHIELD,joy,joy
people leave toilets in fuck grim state,sadness,sadness
other news My legs hurt run 5kin26mins dreadful flatfeet,sadness,fear
like cycle because I get to intimidate people with my powerful calve amp horrendous tan line,fear,fear
heart amid the deepen gloom that your dog be finally get enough cheese â National Lampoon Deteriorada,fear,sadness
I personally like relentless â didn t get OurHouse OneJersey werealldevilsinside nDoes nothing till a puck drop NJDevils,anger,anger
Simon_Barrett I will watch when it open in Mexico in a week Thank you for make it and don t be discourage,sadness,sadness
stand pout face aggravate me every week,sadness,sadness
HillaryClinton It s ok 2 be disgust or dishearten with presidential race but don t let that stop u from vote IT MATTERS,sadness,sadness
birthday to Stephen King a man responsible for some of the best horror of the past 40 years and a whole bunch of the worst,fear,fear
Gosling and Eva Mendes finally B joyful an funny dont boss dont argue do everything with kid go on mini car trip focus on love,joy,joy
luck to all Fury Haney players play this weekend at the Future Stars showcase in Frisco Tx KGB G town fury,anger,anger
be not joy that make us grateful It be gratitude that make us joyful n David Rast,joy,joy
wow I m just really sadden by that Terrible,fear,sadness
they never post stuff like this ni mean i be able to scroll over it so it wasnt a big deal but it be shock,fear,fear
come to fright world w meðŸ ðŸ,fear,fear
wait all week for this game â ï â ï â ï cheer friday â ï,joy,joy
V_of_Europe MSM relentlessly say DT can t win to depress GOP turnout amp provide cover 4 steal election,sadness,sadness
young amp restless I applaud ur fire bt always b respectful of authority police elders parent Violence not the way ðŸ ðŸ ½âœŒðŸ ½ï,fear,fear
to have vanity size Now size S XS evenXXS sometimes be too big WTF Dear corporate jerk Lithuania didn t need this rant angry,anger,anger
not have much to cheer about you see ðŸ œðŸ ðŸ,joy,joy
u shd b embrrssd u jack up my bp meds twice and it will still take 3 5 days Not express at all expresscripts horrible,fear,fear
be try too hard to hate on Cam Newton without understand his position sad,sadness,sadness
500 season be all I m look for at this point depress royals,sadness,sadness
Doesn t matter whn you start something as long as you start it today Age only exist in the mind You be Timeless,fear,fear
danhirtle Another unhappy customer secreteyes,sadness,sadness
us not burden our remembrances with a heaviness that s go n William Shakespeare 1564 1616 n forge ahead,fear,sadness
horror story in bed ðŸ ŒðŸ ¼,fear,fear
When you turn on the TV etc amp listen amp watch the objective be to CaptureYourMind with fear amp depression FindGODNow,sadness,fear
don t want the pity of my instructors but I d like some understand I m truly try despite ALL circumstances that make me discourage,sadness,sadness
recipe an open mind laughter a kind heart amp,joy,joy
should merely hide where frown have be Mark Twain,sadness,sadness
Schools be lively,joy,joy
May your day be fill with peace love n laughter Have a very nice day full of Success Jummah MubarakðŸ good morningâ,joy,joy
what a nightmare,fear,fear
hit the sink with a hammer sorry the universal modifier,sadness,sadness
Phillips be all jovial at the start of this week s show when Joe be strut out after that video package be quite the juxtaposition,joy,joy
since when the fuck can you not stand at a concert rag,anger,anger
Madame Secretary isn t it true that Russia be behind all terrorism,fear,fear
love company The church ought to be a place where it find none n Pastor Kris Theobald joy rejoice,joy,joy
know u have too much on ur mind when u find yourself clean a stave and kitchen by yourself at almost 3am pensive,joy,sadness
you remember when Narley die You cry like a baby bully,fear,fear
possible change meds be best not do while under stress Difficult to tell what part of despair be circumstantial what be drug,sadness,sadness
Just because I m hurt nDoesn t mean I m hurt nDoesn t mean I didn t get nWhat I deserve nNo better and no worse lose,sadness,sadness
that s me all the time I carry ginger candy peppermint oil and sea band at all time,fear,fear
it be suppose to be dark and gritty though,sadness,sadness
agree Memphis look lively also,joy,joy
many things I don t care about and many things I do that I don t speak on because it s such a heaviness even when release,fear,sadness
siomo 20 say he get reelect be,fear,fear
Or do I lie and cut 5 years off my age to be young and spry and hire able in Hollywood thegoldbergs,joy,joy
get cheat when I mistake the sparkle ribena to be the normal ribena,joy,joy
work in Blanchardstown shop centre for over 2 years now and I only figure out today where Marks amp Spencer s be,sadness,sadness
such a fan of endless laughter with friends and enjoy happiness together FridayFeeling weekend,joy,joy
drunken patroons make this whole situation much more jovial though,joy,joy
DuncM1981 At the risk of be block I think that video from the wake be hilarious,joy,joy
ColinOccupantz JasnaBadzak and there be I think UKIP be a party of angry old men how wrong can you be,anger,anger
the most depress shit ever,sadness,sadness
enjoy AHS tonight ahs americanhorrorstory,fear,fear
find gratitude amidst the sadness and frustration about race fear anger and racism i remain hopeful _ i m an earth fixer,anger,fear
TeamNA WCH2016 nervous,fear,fear
Look at those teef growl,anger,anger
ghost of Stefano reflect on the grim indignity of be murder by corrupt cop in faux love days,sadness,sadness
you worry worry n1Peter 5 7 nThrow all your worry on him because he care for you faith leadership worry mindfulness success,fear,fear
might make us look weak but the weakest person be the one who hold anger hatred and revenge,anger,anger
people hit on me i try to shake them off by talk about how i hide from communism,fear,fear
who do NOTHING be hat on Nicole s game hahaha bb18,fear,anger
Nasty nasty chilly rain have put a damper on my afternoon cigar This be NOT a good thing And FOUR CongressCritters tomorrow,sadness,sadness
She begin to squirm beneath struggle to get out of his relentless grasp When she realize that the attempt be useless,anger,anger
of time be awareness of time lose awareness time lose,sadness,sadness
which be worse than expect and hilarious too no one will even remember,joy,joy
you ve annoy me you haven t do a good job there at all,fear,anger
Doesnt do it to anyone else he literally pull me into the office cause someone complain I spit in the sink yesterday,sadness,sadness
I fuck with madden way harder,anger,anger
Looking nice forward to play at Paper Dress Vintage in Hackney this even get there early as I ll be on at 8pm blue,sadness,sadness
this be a sight sound amp smell to behold in person still give me the creep to think about shudder,fear,fear
I m not on about history or other people I m on about you I ve bully no one I make three post and you attack,fear,fear
We don t expect women to be violent amp discourage it It s really about how we re raise our boys,sadness,sadness
i ever get the nerve to quit the restaurant find out tonite on glee,joy,joy
DaniQays ohh so here come sense from terror support stone pelt vandalize ppl who gather b4 protest to announce,fear,fear
u fuck my house up I ll always hold a grudge,anger,anger
KotakBankLtd official get in touch Issue not address unhappy patheticservices,sadness,sadness
some more FNAF and have to FaceTime my mum to let her know I be okay after I let out a high pitch scream ðŸ horror suchagirl,fear,fear
She blame Benghazi on a YouTube video She blame email on ColinPowell Now she blame terrorism on you weakHillary,fear,fear
simply Dream big Be grateful Give love Laugh lot Unknown quote inspiration,joy,joy
crowder_rachel she s famous now beg a live of some mug fame Work shy freeloader Deserves it all,fear,fear
88Palouseriver ABC I rejoice everything time some moron be take out of the genetics pool,joy,joy
why do I have a baby 4 days before Christmas this be gon na haunt me forever,fear,fear
people always have two things on their lips silence nd smile smile to avoid problems nd silence to avoid the problems too,joy,joy
biggest fear incurable STD s and pregnancy I mean they re basically the same thing anyway forlife annoy weirdsmells,fear,anger
look for a good promoter rock blue,sadness,sadness
Huh It s always my fault isn t it gt huff sulk,sadness,anger
blue we be 2 home game away from another CC semi I love those Wembley away days Being on anyone at home please âš½,sadness,sadness
right now I m feel pretty desolate,fear,sadness
aahh a little to soothe the soul music blue,sadness,sadness
have a real life conundrum cuz i cant find a good spot for my mini hoop and its really start to depress me,sadness,sadness
a great time at Skywalkers open gym tonight Come our every Wednesday from 7 8 in Hillsboro and train with us opengym cheer tumble,joy,joy
night I have a dream that today be Christmas I wake up scream because I wasn t ready,fear,fear
we get a shoot of Lingys face at 1 4 time Pretty sure it would be more red then his hair fume pretendinghesok ruok AFLCatsSwans,anger,anger
Punchline king be back ðŸ ðŸ ðŸ ðŸ ðŸ ðŸ ðŸ ðŸ ðŸ ðŸ bright city light,joy,joy
We be elate to have lisavol Sid Espinosa and dyuliharris ready to inspire innovative students knightfdn MicrosoftSV,joy,joy
that draw the scum must be rub their hand with glee Typical draw for the Woolwich lot jammygunnerscum,joy,joy
yiu don t respond o an email within 7 days you willxbe kill by an animate gif of the girl froa The Ri g,fear,joy
do you hear it Cause I be get message about the grind shake,fear,fear
so old next Friday So super oldðŸ ðŸ I dread birthdays,fear,fear
PiersGough on thoroughly lively and imaginative developersâ â œSager have always challenge us to do better and do better â,joy,joy
Texans should never play a prime time game again this be TNF,fear,fear
a horrible track lakeside be ðŸ ³ðŸ ³ðŸ ðŸ,fear,fear
don t know why I m so unhappy most of the time I just want it all to stop itnevergoes,sadness,sadness
the bantz be absolutely top notch inconsolable I be when I realise,sadness,sadness
salty about that fire alarm at 2am this morning,fear,fear
pay good money to watch someone slap that pout off Candice,sadness,anger
my fault if I m more observant than you think of me to be ðŸ œ I m not sorry ðŸ wisdom laughter observingyou allthetime becareful ðŸ Ž,joy,joy
moocowward mrsajhargreaves Melly77 if he can t come to my Mum a 60th after 25k tweet then why should I ðŸ ˆ soreloser,fear,anger
seem so sad She stamp and run behind the sofa We will have to give her plenty of love and affection more than usual sad,sadness,sadness
one dessert Next thing you know your pin how to make 27 different visually please mouth water never gon na make sweets,fear,joy
I like your optimism,joy,joy
not just a treat for viewers to watch u as janak it s simply a treat for our soul mind thoughts hearty respect ðŸ ðŸ,joy,joy
admin reject Texas plan to have refugees vet for terrorism so Texas pull of of feed refugee resettlement program Aiding,fear,fear
the optimism of tomorrow be your foundation for today,joy,joy
cheerfulness be always a big help,joy,joy
skydrive cokie hearty exactment blame online HEpHXhO,joy,joy
thing with Twitter be i only remember to tweet when i m bore or alone and then it come across like i have a really dull and sad life ðŸ ½,sadness,sadness
wahrbear marinarchy There be some hilarity in someone who be literally openly anti science call others anti science,joy,joy
sjgreer24 cciedotnyc Buttockus ChrisCJackson Have you read the OT and Pauline Epistles They have countless horrid rule,fear,fear
Tech s Secondary be as soft as a marshmallow horrible,fear,fear
day be it lose,sadness,sadness
B assure there be plenty of salt 2 keep that fire burn brightly Stay happy N life by keep plenty saltyâ â,anger,anger
actually choose to drink sparkle water ðŸ,joy,joy
Aww rest your weary head here,sadness,sadness
LORD your God be in your midstâ a warrior bring victory He will create calm with his love he will rejoice over you with sing,joy,joy
He s just too rag to type properly Ha ha,anger,anger
you wake up from a dream laugh at something stupid and that make you laugh more hilarious,joy,joy
Trying to book holiday flight on website be become a nightmare,fear,fear
I feel horrible deal with players in HotS News on what you re do about it Getting stick with uncooperative people,fear,fear
that you be will to take out on people amp the world in general amp ALL police be WORST most indefensible kind of anger,anger,anger
I really love the customer service they re always so nice helpful and cheerful,joy,joy
2 w The Rock Jack Black and Kevin Hart be you kid me WTF ThisIsATerribleIdea,fear,fear
BOOK IS FRICKING INSANE LIKE HOLY CRAP,fear,fear
roommate turn the sink off with her foot to avoid germs and a guy say YOUR roommate be feet girl I m so sorry plz help,fear,fear
make post like open commission in an hour get a slot while you can and I m like sit here in awe at that sort of demand,fear,fear
Can t believe how rude your cashier be today when I be return an item Your customer service be slack terrible,fear,fear
just when I think this disgust man couldn t sink any lower like Hillary he his depravity of character have no bottom,sadness,sadness
Are the pre purchase ticket be send soon Coming to the Saturday even show ticket be a no show panic hoys ðŸ ðŸ,fear,fear
its reflective of the current political debate awful,fear,fear
all my friends do bnc i mean it and i be feel terrible hahaha,fear,fear
this be hilarious,joy,joy
happy birthdayy pretty Miss you,joy,joy
U S have add years to the Syrian conflict by arm the rebel army You would think that Iraq have sink in with Kerry,sadness,sadness
12 01 Tumblr become sentient At 1 02 Tumblr post gn animate gif about it At 12 03 Tumblr ship itself,joy,joy
set an alarm to nap gt gt,fear,fear
AllyTheRipper ProoF every horror movie that frighten me as a child i e IT Halloween movies all of them nightmare on,fear,fear
what seem more fun for a photo booth be able to instantly post to Twitter or have to wait till sober to see the hot mess,sadness,sadness
GuardianAus because there be a realistic probability that a clown might be their next president clown uspol,fear,fear
hangover all day Stood up to do dish and now I m exhaust again GAD depression amp chronic pain anxiety pain,fear,sadness
so funny cause Cooper s go to go farther than the people who bully her,fear,fear
If you re still discourage it mean you re listen to the wrong voice amp look to the wrong source Look to the LORD,sadness,fear
hate the Apple Watch iOS 10 update Completely bugger some of my apps include Spark Awful interface too grim,fear,sadness
GUY be such a video I m shake,fear,fear
lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me One of my favourite coach he s smart and care,fear,joy
have a dream that I drop my iPhone 7 and it break T_T cry iPhone7 nightmare,fear,fear
god the feds do not raise rat Assume they be nervous about a world where 990 be the new employee form amp the safety net be zilch,fear,fear
LanaDelRey tfw ur fan panic cuz they think u cut ur hair,fear,fear
I would give nTo feel the sunlight on my face nWhat I would give nTo be lose in your embrace ðŸŽ n n Fallen,sadness,sadness
even believe just see you set my anxiety off ðŸ,fear,fear
shy be the biggest struggle of my life ðŸ,fear,fear
Thanks for the follow Hope youâ re have a terrific day,fear,fear
have no clue where my charger be lose,sadness,sadness
I say âž there s plenty of cheddar in the cheese to go around For everyone â º,fear,joy
I get a super speeder and lose my license for 6 months ðŸ ðŸ,sadness,sadness
lady in foyer Am I not afraid to be tweet in Moscow Fortified by d good Lord amp JD I reply I fear no Russian cept my wifeðŸ,fear,fear
Glad you gain some cheery vibes just by look at our Happy Meal ðŸ Š,joy,joy
I can t believe I ve make it this far 169 days I throw out my demons n get sober clean n start recovery Sobriety be 2,sadness,sadness
pbhushan1 so in your opinion be this the worst delhi govt acrid bitter hypocrisy,anger,anger
A4 Just go outside or to the gym hall and play n education playful learn,joy,joy
wan na kill you and destroy you I want you die and I want her back emo scene fuck die hatered,anger,anger
be it when you nap during the day you be so comfortable but sleep at night you ll never be as comfortable nightmare,fear,fear
too much clutter in my brain with recent little change that I haven t yet process die panic IveBeenBusierWhyAmIOverwhelmed,fear,fear
Harwood gleeful at these new number bet your money on this report look to lose it HillaryClinton liarthiefscoundrel,joy,joy
be the android app it design to be buggy and work sporadically on a fire TV box,fear,fear
oh so true so true shudder,fear,fear
health insurance win t cover TMS but they let me know they cover ECT mentalhealth psychology depression TMS ECT,sadness,sadness
sober for days lmao,sadness,sadness
be root for him since the begin anxiety BB18,fear,fear
be it so windy So glad I didn t ride my bike wind,fear,fear
win t you let me go do i threaten all your plan im insignificant,fear,fear
broadband be shock regret sign up now angry shouldofgonewithvirgin,anger,anger
producer be mix and master the songs now for murky notebook mixtape nThe tape will be out soon for free download ðŸ ðŸŽ ðŸ ðŸ,fear,sadness
n o   t e x t,fear,anger
beware the fury of a weak king,anger,anger
We re in contain depression Only new economic engine be Sustainability say Joel makower markmykleby VERGEcon NewGrandStrategy,sadness,sadness
dish_answers I ve contact dish awful service whathappenedtocustomerservice,fear,fear
sing Can t Fight This Feeling in the shower and Will spy on him be one of the best scenes on any show,joy,joy
jamiesonhelen all three of my agin s on the pout,sadness,sadness
fume,anger,anger
I dont have to sit here and take this from u spry young children,joy,joy
Watch this amaze live ly broadcast by lively musically,joy,joy
aww thank you I m definitely feel much better today and your message cheer me up too â ºï,joy,joy
she let out a playful gasp and slowly wrap her arm around his neck kiss him back,joy,joy
cat be bloody lucky the RSPCA weren t open at 3am last night fume ðŸ ðŸ,anger,anger
do another bee sting you on the tongue,anger,anger
just really enjoy bright color like the color you would see downtown Miami,joy,joy
you re the smile to my face and the beat to my heart Thanks for be kind as much as you can be Mind follow me ðŸ 96 127,joy,joy
CazuaL_WeaR look like a book shape like a gun to me itsagunalright,fear,joy
have a physics question nAidy ok I m not gon na ask Tristan cause I don t wan na aggravate her,anger,anger
can t imagine keep malice with my brothers I shudder when I see siblings estrange and all,fear,fear
be horrible Lewis Dunk have begin network a Neo Geo with a his holiday home in Mexico,fear,fear
a nail half hang off be absolutely fuck grim even with my acrylic hold it on ðŸ ðŸ,sadness,sadness
health insurance win t cover TMS but they let me know they cover ECT mentalhealth psychology TMS ECT,sadness,sadness
TweetinderKaul rupasubramanya chandanwriter TheQuint future convict rush in where TRP hog fear to tread HomilyHour,fear,fear
unless your concern be people figure out who you be for wtvr reason I don t see why you shouldn t tweet about other things,fear,fear
the tunnel I shudder to think of the grimy tweet,fear,fear
this sad truth,sadness,sadness
hearty thank you to you all for join in tonight Some delicious British dish on your menus BeerClub,joy,joy
Be happy not because everything be good but because you can see the good side of everything optimism,joy,joy
I think that yawn actor die of a drug overdose,anger,joy
wish I be appreciate for all I do When be it my turn to be take care of I want a break tire,fear,sadness
spooky night at disney fortwilderness campground disneyworld powerfailure dark,sadness,sadness
We should be ignore these rioters like the current administration ignore terrorism This will obviously make it stop,fear,fear
seriously so frustrate sometimes â Â â Â ï¼ â ï µ â â â ugh rag,anger,anger
exhaust stress but still bless optimism,joy,joy
a dream last night that Chris Brown create a diss track about Drake and Rihanna call I Hit It First ðŸ ³ðŸ ³ dark,fear,sadness
I sleep no nightmare of Bakewell tarts yuk GBBO,fear,fear
Theresa_Talbot Haha sorry about the dreadful pun I need to get out more I ve be cooped up lately,fear,sadness
Going to get myself a copy of CUJO for an upcoming project that I can t talk about just yet amwriting,fear,fear
the best OT period I ve ever see Absolutely exhilarate WCH2016 TeamNA,joy,joy
mind always seem to work its best at night restless,fear,fear
thoughts on these gloom cloudy days,sadness,sadness
Charlie attempt to suffocate me with a cushion for cheer so much at the great news ðŸ ðŸ,joy,joy
tell me my order will ship on Sept 12 arrive by Sept 19 Today be the 22 ðŸ lie terrible whereismyfurniture,fear,fear
in the final analysis the non white global majority will not fret over the ethnic origin of our corpses,sadness,sadness
just saw the Save The Day PSA Why be you in obvious tear do it I d have think you d be your cheerful self,joy,joy
yupdats_jess this doesn t concern you OR your sister So show up if you want too lol,fear,fear
miss the guy who always make me sulk,sadness,sadness
their slogan should ve be start instead of finish,fear,fear
Why do talksport sound like it s be broadcast from someone s basement terrible quality amateurs,fear,fear
Sorry I miss you I stay up late work and ponder life,sadness,sadness
Fibromyalgia have be really bad lately which be not good for my mental state I feel very overwhelm anxiety bipolar depression,fear,sadness
I have try A cheerful upbeat piece in Walking through History usually in arty docu type Can not find a trace of it,joy,joy
dammit whays go on ðŸ ðŸ ðŸ ðŸ lol rag smh mobilefails,anger,anger
be such a homely pure piece of tv gold Channel 4 will attempt to tart it up Mary Sue and Mel go It s over I m out ðŸ,anger,anger
You will tell people not to panic But let see when be the last year the best QB in the NFL get his team in the SB,fear,fear
it s get so close in your poll so many ignorant ppl depress painful something need to change BeTheChange How,sadness,sadness
hangover all day Stood up to do dish and now I m exhaust again GAD depression amp chronic pain anxiety depression pain,sadness,sadness
I think the British political landscape be desolate and then I look over at the foam wasteland of the US and think we re OK,fear,sadness
Bill Clinton Do not grow weary of do good CGI2016,sadness,sadness
swear to god the worst drug be love someone physical withdrawals aren t that bad emotional withdrawals sting a little more,anger,anger
look back on recent tweet see this one right here be great perfect Speechless deal,fear,joy
NHLstoreNYC NHLNYCSWEEPSTAKES have fun watch team North America and cheer team Canada,joy,joy
be too distant make me mourn ðŸ ª,sadness,sadness
SmileWhileYoDie KiloSierraC h0wabouthannah I ll be okay don t worry,fear,fear
love you so much smile ðŸ ŠðŸ Š,joy,joy
to go hit up the library I have a lovely PILE of book reservations to collect this morning glee book read,joy,joy
in my physical reality be my reflection so me be always joyful extend to their live,joy,joy
be suppose to motivate you to do better everytime not to be bitter all the timeâ De philosopher DJ Kyos n quote success CSGO,anger,anger
Now that s what I call a gameface gameface,fear,fear
Hahaha rHe be a bully though rLike really a bully rOnly Sugita tame the bully in him,fear,fear
Come here Come on Into my arm I m not go anywhere Tony I swear Steve tell him quiet and solemn,fear,sadness
VoteYourConscience or succumb to fear He be scary he be dangerous HillaryClinton s alarmist PATRIOTACT platform,fear,fear
I just want to start all over again,fear,fear
Agree 100 B Marshall another concern would much rather he rest this game,fear,fear
I give you all my pain mess and stress Take my heavy load amen stress mess pain depression sadness,sadness,sadness
Mac update have me some kind of apprehensive,fear,fear
sorry for that burst of anti Allo spam fuck any message app launch in 2016 without encryption on by default,anger,anger
onus be on Pakistan after Uri terror attack,fear,fear
I walk in darkness of despondency Sc verse I ve memorize shine a light in my heart Ex Lam 3 22 25 despondency,fear,sadness
Andy1129298 finger of fury,anger,anger
officialy adopt BurhanWani a Hizbul terrorist Pakistan n NawazSharif hv md a cardinal mistake 2day tht ll haunt fr years UNGA,fear,fear
A local habitation and a name nSuch trick hath strong imagination nThat if it would but apprehend some joy n AMNDBots,fear,fear
You ve get tremendous range,fear,fear
really sad and down todayðŸ,sadness,sadness
topic this even sadness amp low mood MHChat,sadness,sadness
on my interview at hospital tho ðŸ ˆðŸ ˆ,fear,fear
bolain_branden grim should find break Matt hardy because he can delete everything lol,sadness,sadness
users Tweeting on twitter be like play a game against the computer Where s the life Everyone too afraid to say something,fear,fear
wish I could fast forward 3 months from now I ll know then where I m at with my girl my class and basketball Rn I have pure anxiety,fear,fear
lose bag stillwaiting go home in2days DM d you my info and have ring 9times a day What more can I do wheresmybag,sadness,sadness
I love this hearty negro laugh jade and let out re lochte ðŸ ðŸ,joy,joy
it s fuck dreadful for live footy match,fear,fear
hannah stop be mournful and chill ðŸ,fear,sadness
The life you have be a bless for God Make it a joyful experience regardless of the odds GBY,joy,joy
to Bob Dylan singin Bob Dylan s 115th Dream on LPCO Klassic Rock classicrock klassicrock rocknroll blue onlineradio,sadness,sadness
be too fuck bright amp too fuck hot outside,joy,joy
dreadful day at work n now im gon na be late for class n im cover in paint n now i have to work a night shift too,sadness,fear
scar that my coworkers be go to submit me to one of those wardrobe makeover show fear fashion,fear,fear
JustinTrudeau open doors to terrorism and he will pay for it CP24,fear,fear
Pakistan be â terrorist stateâ carry out war crimes India to UNGA UN,fear,fear
furious,anger,anger
Japanese have always be into jazz and blue The 70s dark age of jazz big name like C C amp M D be survive on Tokyo,sadness,sadness
Yes indeed We know mass of students would be so excite to see you We need to get this sort haunt,fear,fear
now we be rejoice that we finally win a match the draw just reveal that we be face city next This life sef,joy,joy
a shamefull unequal dangerous and worry world we live in nowadays terrify Charlotte terrorism shitworldforourkids,fear,fear
like Donald Trump have spend today just make extra extra sure he d get those frighten white conservative racist vote,fear,fear
nI could not believe that their answer to his outrage be that they be right I do hope he take them to the cleaners,anger,anger
I nearly drop my phone into the sink HAHAHAHA,sadness,sadness
it possible to go from cheery earlier to the worst mood possible nowðŸ,joy,joy
should ve always stay in the 08 art style now it s just a competition to create more detail art each time,sadness,sadness
point of live and be an optimist be to be foolish enough to believe the best be yet to come Peter Ustinov quote,joy,joy
a baby bear too soon be lifechanging 6 years on and it feel like only yesterday sad happy angry emotionalrollercoaster,anger,anger
exactly not some flame reject from fast and furious,anger,anger
againstallaudss groovydadad Thelostchild5 indeed amp be sadness unavoidable MHChat,sadness,sadness
be here make me depress tbh,sadness,sadness
Mustard gas hostile work environment not terrorism call OSHA not military,fear,fear
Red Sox team be the equivalent of Tiger Woods in his heyday no mercy,joy,joy
get so nervous for my first anatomy exam ðŸ,fear,fear
serious need of a nap,sadness,sadness
call me fat so I push him into the lockers then he threaten to sue me ðŸ,fear,fear
go back to blissful ignorance fury,anger,anger
I m surround by those Trump voters You re right it be fuck terrify redstate despair,fear,fear
I see of American police train seem calculate to trample human dignity inflame outrage and escalate confrontations,anger,anger
to God don t get a smart meter from your power company 8 months of daft bill 6 visit from British Gas stress,fear,fear
AlbertBreer Be sure and switch it over to cable news cheery,joy,joy
my dream They be try to steal my kidney nightmare blackmarket whydidiwatchthat,fear,fear
Madrid be play awful and no modric but 90 minutes in BernabÃ u stadium be so so long Viallreal never win there,fear,fear
cotsonika NHL well they should all be unhappy for the way they play Right,sadness,sadness
Gud morning sir keep smile,joy,joy
Supine on the pianoâ lips part sixwordstory amwriting blue singer,sadness,sadness
loismackey_ nah way that s horrible,fear,fear
brother know we know that his life be not in danger This gun law get people in this country fear for their life White people,fear,fear
someone that s struggle w EDs since i be 7y o i resent everyone who s make a spectacle of a certain youtuber who have severe anorexia,joy,anger
9 9 vs Atlanta this yr 2 11 vs Rockies and DBacks this yr That s a combine 11 20 vs 3 atrocious team in NL,fear,fear
kayleighmcenany DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe sad,sadness,sadness
When you turn on the TV etc amp listen amp watch the objective be to CaptureYourMind with fear amp depression FindGODNow,sadness,sadness
roast them Then risotto with sage and pine nut,sadness,sadness
Dm me picture of your cock The best one will get upload â ºï ðŸ ðŸ Cumtribute dm snapchat snapme nudes dickpic cocktribute,anger,anger
underground at Waterloo be not a nice place to be at 8 30am on a Thursday somanypeople grim,sadness,sadness
people annoy me when I m sober lol fact TeamFollowBack RockTheReTweet,sadness,sadness
Should have stay in London,sadness,sadness
Birthday LOST lose dharmainitiative 12years 22september2004 oceanic815,sadness,sadness
Shame on you show an elephant be hunt and kill shock,fear,fear
pout be gon na take someone eye out mate GBBO,sadness,sadness
This be not me brown nose but I ve listen to lot of house minister but nhf16 impress me more than any optimism,joy,joy
correction 26 ppl Checked in Standing at the gate amp Flt 1449 take off without us,fear,anger
drop some off at 1133 cheery,joy,joy
can not believe the generosity pour out for us but Id give everything I have for Nick to be healthy and happy lose,joy,sadness
do the EmotionalHedgeâ w WPS n nI m elate about start Have I mention I m on TAMU 6,joy,joy
Thatguy_dree neither one of y all can see me in this madden,anger,anger
Watch this amaze live ly broadcast by lively musically,joy,joy
Monday have a face I would punch it monday face punch fight joke like firstworldproblems need coffee asap follow,fear,fear
days off a month with two ex wive and no home could be worse I don t know how but it could oilandgas,fear,joy
But I do think we need to experience a bite madness amp despair too This be the stuff that make us human,sadness,fear
the process to see if work be an option mentalhealth complexptsd nervous,fear,fear
amychozick Not a word about terrorism,fear,fear
easy breezy beautiful rasta mon,joy,joy
I m not be shady but one of Jongdae s ex rumour girlfriends be go on WGM I m not say I m over joy but I m over joy bitter,anger,anger
today which can impact the signal I m afraid Our engineer be work to have this resolve by this even and you ll,fear,fear
yes Hun Avoid at all cost nightmare,fear,fear
Can t believe ring my parent NOW when they go tomorrow to say no disable wash facility for my wheelchair bind dad shock,fear,fear
you for your concern computer but my last name isn t misspell it s just weird,fear,fear
